annotator	change	title	author	character_1	character_2	affinity	coarse_category	fine_category	detail
annotator_3	no	The Merry Wives of Windsor	William Shakespeare	Caius	Anne Page	negative	social	unrequited love interest	NR
annotator_3	no	The Merry Wives of Windsor	William Shakespeare	Slender	Anne Page	negative	social	unrequited love interest	NR
annotator_3	no	The Merry Wives of Windsor	William Shakespeare	Falstaff	Mistress Ford	negative	social	unrequited love interest	NR
annotator_3	no	The Merry Wives of Windsor	William Shakespeare	Falstaff	Mistress Page	negative	social	unrequited love interest	NR
annotator_3	no	The Merry Wives of Windsor	William Shakespeare	Caius	Sir Hugh Evans	positive	social	friend	NR
annotator_3	yes	The Merry Wives of Windsor	William Shakespeare	Fenton	Anne Page	positive	social	lovers	Disliked by Anne's father, Fenton and Anne eventually get married.
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Mistress Ford	Ford	neutral	familial	husband/wife	NR
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Mistress Ford	Mistress Page	positive	social	friend	NR
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Mistress Ford	Falstaff	negative	social	rivals	Mistress Ford decides to to lead Falstaff on and ruin him
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Mistress Page	Falstaff	negative	social	rivals	Mistress Page decides to to lead Falstaff on and ruin him
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Anne Page	Mistress Page	neutral	familial	child	NR
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Anne Page	Page	neutral	familial	child	NR
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Sir Hugh Evans	Caius	neutral	social	friend	NR
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Caius	Mistress Quickly	neutral	professional	master	Caius is Mistress Quickley's master.
annotator_2	no	The Merry Wives of Windsor	William Shakespeare	Caius	Anne Page	neutral	social	unrequited love interest	Caius wants to marry Anne, but she does not reciprocate.
annotator_2	yes	The Merry Wives of Windsor	William Shakespeare	Anne Page	Fenton	positive	social	lovers	Anne and Fenton become eloped.
annotator_9	no	Swann's Way	Marcel Proust	Charles Swann	Odette	negative	familial	husband/wife	NR
annotator_9	no	Swann's Way	Marcel Proust	Charles Swann	M. de Charlus	positive	social	friend	NR
annotator_9	no	Swann's Way	Marcel Proust	Comte de Forcheville	Odette	neutral	social	lovers	NR
annotator_9	no	Swann's Way	Marcel Proust	Marcel's father	Marcel	negative	familial	parent	NR
annotator_9	no	Swann's Way	Marcel Proust	Charles Swann	Gilberte	neutral	familial	parent	NR
annotator_9	no	Swann's Way	Marcel Proust	Bloch	Marcel	positive	social	friend	NR
annotator_9	no	Swann's Way	Marcel Proust	Verdurins	Charles Swann	negative	social	friend	NR
annotator_9	no	Swann's Way	Marcel Proust	Aunt Léonie	Marcel	positive	familial	uncle/aunt	NR
annotator_9	no	Swann's Way	Marcel Proust	Aunt Léonie	Eulalie	positive	social	friend	NR
annotator_9	no	Swann's Way	Marcel Proust	Françoise	Marcel	neutral	professional	servant	NR
annotator_1	no	Swann's Way	Marcel Proust	Charles Swann	Odette	negative	familial	husband/wife	NR
annotator_1	no	Swann's Way	Marcel Proust	Charles Swann	M. de Charlus	positive	social	friend	NR
annotator_1	no	Swann's Way	Marcel Proust	Marcel's mother	Marcel	positive	familial	parent	NR
annotator_1	yes	Swann's Way	Marcel Proust	Marcel's father	Marcel	negative	familial	parent	he intimidates son but gives in to his desire to be with his mother
annotator_1	no	Swann's Way	Marcel Proust	Marcel's grandparents	Marcel	positive	familial	grandparent	NR
annotator_1	no	Swann's Way	Marcel Proust	Marcel's grandparents	Charles Swann	positive	social	friend	NR
annotator_1	no	Swann's Way	Marcel Proust	Charles Swann	Gilberte	positive	familial	parent	NR
annotator_1	no	Swann's Way	Marcel Proust	Gilberte	Marcel	positive	social	unrequited love interest	NR
annotator_1	yes	Swann's Way	Marcel Proust	Adolphe	Marcel	negative	familial	uncle/aunt	he leaves when Marcel discovers him with a courtesan
annotator_1	no	Swann's Way	Marcel Proust	Adolphe	Charles Swann	negative	social	rivals	fight over Odette
annotator_1	yes	Anna Karenina	Leo Tolstoy	Alexei Alexandrovich Karenin	Anna Arkadyevna Karenina	negative	familial	husband/wife	Anna grows to loathe him and they become incompatible
annotator_1	no	Anna Karenina	Leo Tolstoy	Anna Arkadyevna Karenina	Sergei Alexeich Karenin (Seryozha)	positive	familial	parent	NR
annotator_1	no	Anna Karenina	Leo Tolstoy	Alexei Alexandrovich Karenin	Sergei Alexeich Karenin (Seryozha)	negative	familial	parent	NR
annotator_1	no	Anna Karenina	Leo Tolstoy	Alexei Kirillovich Vronsky	Anna Arkadyevna Karenina	positive	social	lovers	NR
annotator_1	yes	Anna Karenina	Leo Tolstoy	Alexei Kirillovich Vronsky	Ekaterina Alexandrovna Shcherbatskaya (Kitty)	negative	social	lovers	he jilts her and almost ruins her life
annotator_1	no	Anna Karenina	Leo Tolstoy	Konstantin Dmitrich Levin	Ekaterina Alexandrovna Shcherbatskaya (Kitty)	positive	familial	husband/wife	NR
annotator_1	no	Anna Karenina	Leo Tolstoy	Stepan Arkadyich Oblonsky (Stiva)	Anna Arkadyevna Karenina	positive	familial	brother/sister	NR
annotator_1	yes	Anna Karenina	Leo Tolstoy	Stepan Arkadyich Oblonsky (Stiva)	Darya Alexandrovna Oblonskaya (Dolly)	negative	familial	husband/wife	he has affairs but she forgives him
annotator_1	no	Anna Karenina	Leo Tolstoy	Darya Alexandrovna Oblonskaya (Dolly)	Anna Arkadyevna Karenina	positive	social	friend	NR
annotator_1	no	Anna Karenina	Leo Tolstoy	Darya Alexandrovna Oblonskaya (Dolly)	Ekaterina Alexandrovna Shcherbatskaya (Kitty)	positive	familial	brother/sister	NR
annotator_2	no	Anna Karenina	Leo Tolstoy	Anna Arkadyevna Karenina	Alexei Alexandrovich Karenin	neutral	familial	husband/wife	NR
annotator_2	no	Anna Karenina	Leo Tolstoy	Anna Arkadyevna Karenina	Sergei Alexeich Karenin (Seryozha)	neutral	familial	parent	NR
annotator_2	yes	Anna Karenina	Leo Tolstoy	Anna Arkadyevna Karenina	Alexei Kirillovich Vronsky	positive	social	lovers	Anna leaves her husband and son for Alexei
annotator_2	no	Anna Karenina	Leo Tolstoy	Alexei Alexandrovich Karenin	Alexei Kirillovich Vronsky	negative	social	rivals	NR
annotator_2	yes	Anna Karenina	Leo Tolstoy	Konstantin Dmitrich Levin	Ekaterina Alexandrovna Shcherbatskaya (Kitty)	positive	familial	husband/wife	Levin and Kitty court and eventually get married.
annotator_2	no	Anna Karenina	Leo Tolstoy	Anna Arkadyevna Karenina	Stepan Arkadyich Oblonsky (Stiva)	neutral	familial	brother/sister	NR
annotator_2	no	Anna Karenina	Leo Tolstoy	Darya Alexandrovna Oblonskaya (Dolly)	Stepan Arkadyich Oblonsky (Stiva)	neutral	familial	husband/wife	NR
annotator_2	no	Anna Karenina	Leo Tolstoy	Darya Alexandrovna Oblonskaya (Dolly)	Ekaterina Alexandrovna Shcherbatskaya (Kitty)	neutral	familial	brother/sister	NR
annotator_2	no	Anna Karenina	Leo Tolstoy	Alexei Alexandrovich Karenin	Sergei Alexeich Karenin (Seryozha)	neutral	familial	parent	NR
annotator_2	no	Anna Karenina	Leo Tolstoy	Nikolai Dmitrich Levin	Konstantin Dmitrich Levin	neutral	familial	brother/sister	NR
annotator_3	yes	The Comedy of Errors	William Shakespeare	Egeon	Abbess	positive	familial	husband/wife	Egeon travells to Ephesus in search of his long lost wife and in the end he is reunited with her.
annotator_3	no	The Comedy of Errors	William Shakespeare	Antipholus of Syracuse	Egeon	positive	familial	child	NR
annotator_3	yes	The Comedy of Errors	William Shakespeare	Antipholus of Ephesus	Egeon	neutral	familial	child	The long lost son of Egeon. Father and son get reunited in Ephesus.
annotator_3	yes	The Comedy of Errors	William Shakespeare	Adriana	Antipholus of Ephesus	negative	familial	husband/wife	Adriana locks her husband in a cellar, thinking that he has gone mad. Eventually, they reconcile.
annotator_3	no	The Comedy of Errors	William Shakespeare	Dromio of Syracuse	Antipholus of Syracuse	positive	professional	servant	NR
annotator_3	no	The Comedy of Errors	William Shakespeare	Dromio of Ephesus	Antipholus of Ephesus	positive	professional	servant	NR
annotator_3	no	The Comedy of Errors	William Shakespeare	Luciana	Adriana	neutral	familial	brother/sister	NR
annotator_3	no	The Comedy of Errors	William Shakespeare	Angelo	Antipholus of Ephesus	positive	social	friend	NR
annotator_3	no	The Comedy of Errors	William Shakespeare	Merchant	Antipholus of Syracuse	positive	social	friend	NR
annotator_3	no	The Comedy of Errors	William Shakespeare	Luce	Dromio of Ephesus	positive	familial	husband/wife	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Antipholus of Syracuse	Antipholus of Ephesus	positive	familial	brother/sister	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Dromio of Syracuse	Antipholus of Syracuse	positive	professional	servant	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Antipholus of Ephesus	Adriana	negative	familial	husband/wife	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Dromio of Ephesus	Antipholus of Ephesus	positive	professional	servant	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Dromio of Syracuse	Dromio of Ephesus	positive	familial	brother/sister	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Luciana	Adriana	neutral	familial	brother/sister	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Luciana	Antipholus of Syracuse	positive	social	lovers	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Egeon	Antipholus of Syracuse	positive	familial	parent	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Egeon	Abbess	positive	familial	husband/wife	NR
annotator_1	no	The Comedy of Errors	William Shakespeare	Dromio of Ephesus	Luce	neutral	familial	husband/wife	NR
annotator_10	yes	Henry IV Part 2	William Shakespeare	King Henry IV	Prince Hal (later King Henry V)	positive	familial	NR	King Henry IV forgives his son, Prince Hal for his wayward ways before he dies.
annotator_10	no	Henry IV Part 2	William Shakespeare	King Henry IV	Prince John	positive	familial	NR	NR
annotator_10	no	Henry IV Part 2	William Shakespeare	King Henry IV	Duke of Lancaster; Humphrey	positive	familial	NR	NR
annotator_10	no	Henry IV Part 2	William Shakespeare	King Henry IV	Duke of Gloucester; and Thomas	positive	familial	NR	NR
annotator_10	no	Henry IV Part 2	William Shakespeare	King Henry IV	Duke of Clarence	positive	familial	NR	NR
annotator_10	yes	Henry IV Part 2	William Shakespeare	Prince Hal (later King Henry V)	Sir John Falstaff	positive	social	NR	Once friends, the new king denounces Falstaff after being crowned King.
annotator_10	yes	Henry IV Part 2	William Shakespeare	Prince Hal (later King Henry V)	Archbishop of York	negative	social	NR	Enemies
annotator_10	yes	Henry IV Part 2	William Shakespeare	Prince Hal (later King Henry V)	The Lord Chief Justice	positive	professional	NR	The Lord Chief Justice is a trusted advisor of King Henry IV and V
annotator_10	yes	Henry IV Part 2	William Shakespeare	Prince Hal (later King Henry V)	Mowbray and Hastings	negative	social	NR	Enemies
annotator_10	yes	Henry IV Part 2	William Shakespeare	Prince Hal (later King Henry V)	Poins	positive	professional	NR	Once friends, the new king realizes he cannot be friends with Poins anymore, because of being a bad influence
annotator_1	no	Henry IV Part 2	William Shakespeare	The Lord Chief Justice	King Henry IV	positive	professional	person offering service to client	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Sir John Blunt	King Henry IV	positive	social	friend	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Earl of Warwick	King Henry IV	positive	social	friend	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Earl of Surrey	King Henry IV	positive	social	friend	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Earl of Westmoreland	King Henry IV	positive	social	friend	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Gower	King Henry IV	positive	social	friend	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Page	Sir John Falstaff	neutral	professional	servant	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Poins	Sir John Falstaff	positive	social	friend	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Peto	Sir John Falstaff	positive	social	enemy	NR
annotator_1	no	Henry IV Part 2	William Shakespeare	Bardolph	Sir John Falstaff	positive	NR	friend	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Dido	positive	social	lovers	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Turnus	negative	social	rivals	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Anchises	positive	familial	child	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Creusa	positive	familial	husband/wife	NR
annotator_8	no	The Aeneid	Virgil	Turnus	Lavinia	neutral	social	unrequited love interest	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Ascanius	positive	familial	parent	NR
annotator_8	no	The Aeneid	Virgil	Amata	Aeneas	negative	social	acquaintance	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Evander	positive	social	friend	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Pallas	positive	social	friend	NR
annotator_8	no	The Aeneid	Virgil	Aeneas	Achates	positive	social	friend	NR
annotator_1	yes	The Aeneid	Virgil	Aeneas	Dido	negative	social	lovers	he abandons her and she kills herself
annotator_1	no	The Aeneid	Virgil	Turnus	Aeneas	negative	social	enemy	NR
annotator_1	no	The Aeneid	Virgil	Lavinia	Turnus	negative	social	lovers	inspires more rivalry between Turnus and Aeneas
annotator_1	no	The Aeneid	Virgil	Lavinia	Aeneas	positive	social	lovers	NR
annotator_1	no	The Aeneid	Virgil	Latinus	Lavinia	positive	familial	parent	NR
annotator_1	no	The Aeneid	Virgil	Anchises	Aeneas	positive	familial	parent	NR
annotator_1	no	The Aeneid	Virgil	Ascanius	Aeneas	positive	familial	child	NR
annotator_1	no	The Aeneid	Virgil	Aeneas	Creusa	positive	familial	husband/wife	NR
annotator_1	no	The Aeneid	Virgil	Latinus	Aeneas	positive	social	friend	encourages courting his daughter
annotator_1	yes	The Aeneid	Virgil	Latinus	Amata	neutral	familial	husband/wife	she opposes Aeneas' marriage to her daughter
annotator_5	no	Henry VI Part 3	William Shakespeare	Henry	Margaret	positive	familial	husband/wife	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Edward	York	positive	familial	child	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	George	Edward	positive	familial	brother/sister	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Richard	George	positive	familial	brother/sister	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Margaret	Henry	positive	familial	husband/wife	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Prince Edward	Margaret	positive	familial	child	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Rutland	York	positive	familial	child	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Clifford	Richard	negative	social	enemy	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Lady Gray	Edward	positive	familial	husband/wife	NR
annotator_5	no	Henry VI Part 3	William Shakespeare	Lady Bona	Louis	positive	familial	brother/sister	NR
annotator_1	no	Henry VI Part 3	William Shakespeare	York	Henry	negative	social	enemy	NR
annotator_1	no	Henry VI Part 3	William Shakespeare	Henry	Margaret	negative	familial	brother/sister	NR
annotator_1	no	Henry VI Part 3	William Shakespeare	York	Edward	positive	familial	parent	NR
annotator_1	no	Henry VI Part 3	William Shakespeare	Edward	Lady Gray	negative	familial	husband/wife	NR
annotator_1	no	Henry VI Part 3	William Shakespeare	Edward	Henry	negative	social	enemy	NR
annotator_1	yes	Henry VI Part 3	William Shakespeare	George	Edward	positive	familial	brother/sister	he changes sides then returns to Edward
annotator_1	no	Henry VI Part 3	William Shakespeare	Richard	Henry	negative	social	enemy	NR
annotator_1	yes	Henry VI Part 3	William Shakespeare	Edward	Warwick	negative	social	friend	Warwick switches allegiances
annotator_1	no	Henry VI Part 3	William Shakespeare	Margaret	Prince Edward	positive	familial	parent	NR
annotator_1	no	Henry VI Part 3	William Shakespeare	Henry	Prince Edward	positive	familial	parent	NR
annotator_2	no	Ulysses	James Joyce	Leopold Bloom	Marion (Molly) Bloom	neutral	familial	husband/wife	Leopold and Molly are estranged.
annotator_2	no	Ulysses	James Joyce	Malachi (Buck) Mulligan	Stephen Dedalus	positive	social	friend	NR
annotator_2	no	Ulysses	James Joyce	Haines	Stephen Dedalus	neutral	social	acquaintance	NR
annotator_2	no	Ulysses	James Joyce	Haines	Malachi (Buck) Mulligan	neutral	social	acquaintance	NR
annotator_2	no	Ulysses	James Joyce	Millicent (Milly) Bloom	Leopold Bloom	neutral	familial	child	NR
annotator_2	no	Ulysses	James Joyce	Millicent (Milly) Bloom	Marion (Molly) Bloom	neutral	familial	child	NR
annotator_2	no	Ulysses	James Joyce	Stephen Dedalus	Simon Dedalus	neutral	familial	child	Stephan is Simon's son.
annotator_2	no	Ulysses	James Joyce	Edy Boardman	Gerty MacDowell	positive	social	friend	NR
annotator_2	no	Ulysses	James Joyce	Josie (née Powell) and Denis Breen	Leopold Bloom	neutral	social	friend	Josie and Leopold used to date.
annotator_2	no	Ulysses	James Joyce	Cissy	Gerty MacDowell	positive	social	friend	NR
annotator_1	no	Ulysses	James Joyce	Leopold Bloom	Marion (Molly) Bloom	negative	familial	husband/wife	NR
annotator_1	no	Ulysses	James Joyce	Stephen Dedalus	Malachi (Buck) Mulligan	negative	social	friend	Stephen dislikes his bawdy jokes
annotator_1	yes	Ulysses	James Joyce	Hugh (“Blazes”) Boylan	Marion (Molly) Bloom	negative	social	lovers	NR
annotator_1	no	Ulysses	James Joyce	Millicent (Milly) Bloom	Leopold Bloom	neutral	familial	child	NR
annotator_1	no	Ulysses	James Joyce	Millicent (Milly) Bloom	Marion (Molly) Bloom	neutral	familial	child	NR
annotator_1	no	Ulysses	James Joyce	Stephen Dedalus	Simon Dedalus	negative	familial	child	NR
annotator_1	no	Ulysses	James Joyce	Martha Clifford	Leopold Bloom	positive	social	acquaintance	NR
annotator_1	no	Ulysses	James Joyce	Martin Cunningham	Leopold Bloom	positive	social	friend	NR
annotator_1	no	Ulysses	James Joyce	Garrett Deasy	Stephen Dedalus	negative	professional	employer	NR
annotator_1	no	Ulysses	James Joyce	Stephen Dedalus	Dilly	positive	familial	brother/sister	NR
annotator_4	no	The Iliad	Homer	Paris (also known as “Alexander”)	Menelaus	negative	professional	enemy	NR
annotator_4	no	The Iliad	Homer	Peleus	Achilles	positive	familial	parent	NR
annotator_4	no	The Iliad	Homer	The Myrmidons	Achilles	positive	professional	servant	NR
annotator_4	yes	The Iliad	Homer	Achilles	Agamemnon (also called “Atrides”)	positive	professional	colleague	enemies
annotator_4	no	The Iliad	Homer	Patroclus	Achilles	positive	social	friend	NR
annotator_4	no	The Iliad	Homer	Great Ajax	Hector	negative	professional	enemy	NR
annotator_4	no	The Iliad	Homer	Great Ajax	Little Ajax	positive	professional	colleague	NR
annotator_4	no	The Iliad	Homer	Nestor	Agamemnon (also called “Atrides”)	positive	professional	employee	NR
annotator_4	no	The Iliad	Homer	Menelaus	Agamemnon (also called “Atrides”)	positive	familial	brother/sister	NR
annotator_4	no	The Iliad	Homer	Hector	Priam	positive	familial	child	NR
annotator_1	yes	The Iliad	Homer	Helen	Menelaus	positive	familial	husband/wife	she is stolen from him and is forced to become the lover of Paris, inciting the Trojan war
annotator_1	no	The Iliad	Homer	Achilles	Agamemnon (also called “Atrides”)	negative	social	enemy	NR
annotator_1	yes	The Iliad	Homer	Patroclus	Achilles	positive	social	friend	NR
annotator_1	no	The Iliad	Homer	Odysseus	Achilles	positive	professional	colleague	NR
annotator_1	no	The Iliad	Homer	Odysseus	Agamemnon (also called “Atrides”)	positive	professional	colleague	NR
annotator_1	no	The Iliad	Homer	Great Ajax	Little Ajax	positive	professional	colleague	NR
annotator_1	no	The Iliad	Homer	Great Ajax	Hector	negative	social	enemy	NR
annotator_1	no	The Iliad	Homer	Nestor	Agamemnon (also called “Atrides”)	positive	professional	person offering service to client	is a wise advisor
annotator_1	no	The Iliad	Homer	Menelaus	Agamemnon (also called “Atrides”)	positive	familial	brother/sister	NR
annotator_1	no	The Iliad	Homer	Paris (also known as “Alexander”)	Helen	negative	social	lovers	NR
annotator_10	NR	Paradise Lost	John Milton	God the Father	Satan	negative	social	enemy	NR
annotator_10	NR	Paradise Lost	John Milton	Adam	Eve	positive	familial	husband/wife	NR
annotator_10	yes	Paradise Lost	John Milton	Adam	God the Father	positive	professional	servant	Adam falls from God's grace after he and Eve eat the apple
annotator_10	no	Paradise Lost	John Milton	God the Father	God the Son	positive	familial	parent	NR
annotator_10	no	Paradise Lost	John Milton	Beelzebub	Satan	positive	professional	employee	NR
annotator_10	no	Paradise Lost	John Milton	Sin	Satan	positive	familial	child	NR
annotator_10	no	Paradise Lost	John Milton	Death	Satan	positive	familial	child	NR
annotator_10	no	Paradise Lost	John Milton	Gabriel	Satan	negative	social	enemy	NR
annotator_10	yes	Paradise Lost	John Milton	God the Father	Abdiel	positive	professional	master	An angel who at first considers joining Satan in rebellion but argues against Satan and the rebel angels and returns to God. His character demonstrates the power of repentance.
annotator_10	no	Paradise Lost	John Milton	Michael	Satan	negative	social	enemy	NR
annotator_1	no	Paradise Lost	John Milton	Adam	Satan	negative	social	enemy	NR
annotator_1	no	Paradise Lost	John Milton	Eve	Satan	negative	social	enemy	NR
annotator_1	yes	Paradise Lost	John Milton	Adam	Eve	negative	familial	husband/wife	she causes him to sin
annotator_1	yes	Paradise Lost	John Milton	God the Father	Adam	positive	familial	foster parent	Adam disobeys God
annotator_1	yes	Paradise Lost	John Milton	God the Father	Eve	positive	familial	foster parent	she disobeys him
annotator_1	no	Paradise Lost	John Milton	God the Son	God the Father	positive	familial	child	NR
annotator_1	no	Paradise Lost	John Milton	God the Son	Satan	negative	social	enemy	NR
annotator_1	no	Paradise Lost	John Milton	Beelzebub	Satan	positive	professional	employee	NR
annotator_1	yes	Paradise Lost	John Milton	Mammon	Satan	negative	professional	colleague	he argues against war
annotator_1	yes	Paradise Lost	John Milton	Belial	Satan	negative	professional	colleague	he argues against war and is lazy
annotator_8	no	The Merchant of Venice	William Shakespeare	Shylock	Antonio	negative	social	enemy	NR
annotator_8	yes	The Merchant of Venice	William Shakespeare	Bassanio	Portia	positive	social	lovers	Bassinio and Portia become husband and wife.
annotator_8	no	The Merchant of Venice	William Shakespeare	Antonio	Bassanio	positive	social	friend	NR
annotator_8	yes	The Merchant of Venice	William Shakespeare	Lorenzo	Jessica	positive	social	lovers	Lorenzo and Jessica become husband and wife.
annotator_8	no	The Merchant of Venice	William Shakespeare	Bassanio	Launcelot Gobbo	positive	professional	master	NR
annotator_8	no	The Merchant of Venice	William Shakespeare	Bassanio	Gratiano	positive	social	friend	NR
annotator_8	yes	The Merchant of Venice	William Shakespeare	Gratiano	Nerissa	positive	social	lovers	Gratiano and Nerissa become husband and wife.
annotator_8	no	The Merchant of Venice	William Shakespeare	Portia	Nerissa	positive	social	friend	NR
annotator_8	no	The Merchant of Venice	William Shakespeare	Portia	The prince of Morocco	negative	social	unrequited love interest	NR
annotator_8	no	The Merchant of Venice	William Shakespeare	Portia	The prince of Arragon	negative	social	unrequited love interest	NR
annotator_4	no	The Merchant of Venice	William Shakespeare	Shylock	Portia	negative	professional	enemy	NR
annotator_4	no	The Merchant of Venice	William Shakespeare	Portia	Bassanio	positive	social	lovers	NR
annotator_4	no	The Merchant of Venice	William Shakespeare	Jessica	Lorenzo	positive	NR	lovers	NR
annotator_4	no	The Merchant of Venice	William Shakespeare	Gratiano	Nerissa	positive	social	lovers	NR
annotator_4	no	The Merchant of Venice	William Shakespeare	Shylock	Jessica	neutral	familial	parent	NR
annotator_4	NR	The Merchant of Venice	William Shakespeare	The prince of Morocco	Portia	neutral	social	unrequited love interest	NR
annotator_4	NR	The Merchant of Venice	William Shakespeare	The prince of Arragon	Portia	neutral	social	unrequited love interest	NR
annotator_4	yes	The Merchant of Venice	William Shakespeare	Launcelot Gobbo	NR	neutral	professional	employee	becomes former employee
annotator_4	no	The Merchant of Venice	William Shakespeare	Salarino	Solanio	positive	social	friend	NR
annotator_4	no	The Merchant of Venice	William Shakespeare	Tubal	Shylock	positive	social	friend	NR
annotator_2	no	Adam Bede	George Eliot	Dinah Morris	Hetty Sorrel	positive	social	friend	NR
annotator_2	no	Adam Bede	George Eliot	Hetty Sorrel	Rachel Poyser	neutral	social	foster parent	Rachel is a foster parent to Hetty.
annotator_2	no	Adam Bede	George Eliot	Hetty Sorrel	Martin Poyser	neutral	NR	foster parent	Martin is a foster parent to Hetty.
annotator_2	no	Adam Bede	George Eliot	Captain Arthur Donnithorne	Hetty Sorrel	neutral	social	friend	NR
annotator_2	no	Adam Bede	George Eliot	Captain Arthur Donnithorne	Aldophous Irwine	positive	social	friend	NR
annotator_2	no	Adam Bede	George Eliot	Aldophous Irwine	Hetty Sorrel	negative	social	friend	NR
annotator_2	no	Adam Bede	George Eliot	Wiry Ben	Adam Bede	neutral	professional	employee	Wiry works for Adam.
annotator_2	no	Adam Bede	George Eliot	Wiry Ben	Seth Bede	neutral	professional	employee	Wiry works for Seth.
annotator_2	no	Adam Bede	George Eliot	Sarah Stone	Hetty Sorrel	neutral	social	friend	NR
annotator_2	no	Adam Bede	George Eliot	Gyp	Adam Bede	positive	social	friend	Gyp is Adam's dog.
annotator_1	no	Adam Bede	George Eliot	Dinah Morris	Hetty Sorrel	positive	social	friend	NR
annotator_1	no	Adam Bede	George Eliot	Captain Arthur Donnithorne	Hetty Sorrel	negative	social	lovers	NR
annotator_1	no	Adam Bede	George Eliot	Aldophous Irwine	Captain Arthur Donnithorne	positive	social	friend	NR
annotator_1	no	Adam Bede	George Eliot	Dinah Morris	Seth Bede	positive	social	unrequited love interest	NR
annotator_1	no	Adam Bede	George Eliot	Seth Bede	Adam Bede	positive	familial	brother/sister	NR
annotator_1	no	Adam Bede	George Eliot	Rachel Poyser	Hetty Sorrel	positive	social	friend	also mother figure
annotator_1	no	Adam Bede	George Eliot	Rachel Poyser	Dinah Morris	positive	social	friend	also mother figure
annotator_1	no	Adam Bede	George Eliot	Martin Poyser	Rachel Poyser	positive	familial	husband/wife	NR
annotator_1	no	Adam Bede	George Eliot	Bartle Massey	Adam Bede	positive	social	friend	NR
annotator_1	no	Adam Bede	George Eliot	Thias Bede	Lisbeth Bede	negative	familial	husband/wife	NR
annotator_3	no	Romeo and Juliet	William Shakespeare	Romeo	Benvolio	positive	familial	cousin	NR
annotator_3	yes	Romeo and Juliet	William Shakespeare	Romeo	Rosaline	negative	social	unrequited love interest	Romeo forgets Rosaline after he falls in love at first sight with Juliet.
annotator_3	no	Romeo and Juliet	William Shakespeare	Romeo	Montague	neutral	familial	child	NR
annotator_3	no	Romeo and Juliet	William Shakespeare	Juliet	Capulet	neutral	familial	child	NR
annotator_3	yes	Romeo and Juliet	William Shakespeare	Romeo	Juliet	positive	social	lovers	They fall in love, get married in secret and kill themselves out of a misunderstanding.
annotator_3	no	Romeo and Juliet	William Shakespeare	Mercutio	Romeo	positive	social	friend	NR
annotator_3	no	Romeo and Juliet	William Shakespeare	Romeo	Friar Lawrence	positive	social	friend	NR
annotator_3	no	Romeo and Juliet	William Shakespeare	Tybalt	Mercutio	negative	social	enemy	NR
annotator_3	no	Romeo and Juliet	William Shakespeare	Romeo	Tybalt	negative	social	enemy	NR
annotator_3	no	Romeo and Juliet	William Shakespeare	Romeo	Paris	negative	social	rivals	NR
annotator_4	no	Romeo and Juliet	William Shakespeare	Romeo	Juliet	positive	social	lovers	NR
annotator_4	no	Romeo and Juliet	William Shakespeare	Juliet	The Nurse	positive	professional	servant	NR
annotator_4	no	Romeo and Juliet	William Shakespeare	Romeo	Mercutio	positive	social	friend	NR
annotator_4	no	Romeo and Juliet	William Shakespeare	Montague	Capulet	negative	social	enemy	NR
